Fecha,Genero,comment,porcentaje,tipo_sentimiento
2024-05-04,Hombre,"I have seen a lot on this journey, the good and the bad, but I keep moving forward with
determination.",5.551115123125783e-17,Neutral
2024-09-08,Mujer,"Every day brings a new challenge, but also new opportunities to find help.",0.13636363636363635,Neutral
2024-11-04,Hombre,"The road has been difficult, but I have met kind people who have given me hope.",0.04999999999999999,Neutral
2024-09-21,Hombre,"Mexico has its risks, but it also has people who are willing to lend a hand.",0.25,Neutral
2024-11-29,Hombre,"The nights are the hardest, but hope keeps me strong during the day.",0.4333333333333333,Positivo
2024-02-16,Mujer,"The journey is exhausting, but knowing that I am closer to my destination gives me strength.",-0.4,Negativo
2024-06-21,Mujer,"I have faced dangers, but I have also witnessed incredible acts of kindness.",0.9,Alegría
2024-10-03,Mujer,"Passing through Mexico has been a tough experience, but it has taught me a lot about life.",-0.3888888888888889,Negativo
2024-03-29,Hombre,"I have received help in the most unexpected moments, which gives me strength to continue.",0.3,Positivo
2024-08-29,Mujer,"Every day is a battle, but I keep fighting for a better and safer future.",0.25,Neutral
2024-05-05,Hombre,"The journey has been long, but the good people I have met make it more bearable.",0.3833333333333333,Positivo
2024-11-12,Hombre,"Passing through Mexico has been a challenge, but hope keeps me standing.",0.0,Neutral
2024-02-03,Mujer,"The nights are cold and full of uncertainty, but I keep moving forward.",-0.125,Neutral
2024-09-25,Mujer,"Despite the obstacles, I keep moving forward with faith.",-0.05,Neutral
2024-04-05,Mujer,I have met people who have given me strength in my passage through Mexico.,0.0,Neutral
2024-04-29,Mujer,"The journey has been difficult, but I continue with hope.",-0.5,Negativo
2024-11-19,Hombre,"I have faced dangers, but I have also witnessed incredible acts of kindness.",0.9,Alegría
2024-09-27,Hombre,"I have seen a lot on this journey, the good and the bad, but I keep moving forward with
determination.",5.551115123125783e-17,Neutral
2024-09-08,Mujer,"The nights are the hardest, but hope keeps me strong during the day.",0.4333333333333333,Positivo
2024-06-09,Mujer,"The journey has been exhausting, but the hospitality of some Mexicans gives me
encouragement.",-0.4,Negativo
2024-07-01,Hombre,"Despite the obstacles, I keep moving forward with faith.",-0.05,Neutral
2024-09-05,Hombre,"The climate and the terrain have been harsh, but I keep going with faith in my future.",-0.1,Neutral
2024-02-03,Hombre,"The journey is exhausting, but knowing that I am closer to my destination gives me strength.",-0.4,Negativo
2024-09-10,Hombre,"The nights are cold and full of uncertainty, but I keep going.",-0.125,Neutral
2024-10-06,Mujer,"Mexico is a country of contrasts, and the journey has not been easy.",0.43333333333333335,Positivo
2024-02-18,Hombre,"The nights are cold and full of uncertainty, but I keep going.",-0.125,Neutral
2024-02-04,Mujer,"The crossing has been difficult, but I continue with hope.",-0.5,Negativo
2024-06-15,Mujer,"The road has been hard, but hope drives me to keep going.",-0.2916666666666667,Negativo
2024-10-12,Hombre,Every person who helps me in Mexico is a ray of light.,0.4,Positivo
2024-06-01,Hombre,"Mexico has its risks, but it also has people who are willing to lend a hand.",0.25,Neutral
2024-05-11,Mujer,"Mexicans are kind, but the journey is dangerous.",0.0,Neutral
2024-10-28,Hombre,The support of some people has given me strength to continue.,0.0,Neutral
2024-10-27,Hombre,"Every day is a challenge, but I keep going with the hope of a better future.",0.25,Neutral
2024-03-29,Mujer,"Mexico is a complicated country for migrants, but I do not lose hope.",-0.5,Negativo
2024-05-05,Mujer,"I have found much solidarity in the shelters of Mexico, that gives me encouragement.",0.2,Neutral
2024-08-09,Mujer,"The journey is difficult, but the hope of a new life drives me to keep going.",-0.18181818181818182,Neutral
2024-02-02,Mujer,"Mexico has been a place of challenges, but also of learning.",0.0,Neutral
2024-03-14,Hombre,"Despite the obstacles, I keep going with faith.",-0.05,Neutral
2024-12-09,Mujer,"Mexicans are kind, but the journey is dangerous.",0.0,Neutral
2024-07-04,Hombre,"Despite the obstacles, I keep going with faith.",-0.05,Neutral
2024-08-07,Hombre,"The authorities have treated me well, but there are many dangers on the road.",0.5,Positivo
2024-04-09,Mujer,"The crossing has been difficult, but I continue with hope.",-0.5,Negativo
2024-06-08,Mujer,"Passing through Mexico has been a hard experience, but it has taught me a lot about life.",-0.2916666666666667,Negativo
2024-12-02,Hombre,"The journey has been exhausting, but the hospitality of some Mexicans gives me
encouragement.",-0.4,Negativo
2024-12-05,Hombre,"The difficulties are many, but I do not lose hope.",0.5,Positivo
2024-09-18,Mujer,"Every day is a challenge, but I keep going with the hope of a better future.",0.25,Neutral
2024-10-21,Mujer,"The difficulties are many, but I do not lose hope.",0.5,Positivo
2024-08-05,Hombre,"Mexico has taught me to be resilient, even though the road is long.",-0.05,Neutral
2024-09-17,Mujer,"Mexico is a country of contrasts, and the journey has not been easy.",0.43333333333333335,Positivo
2024-12-06,Mujer,This path through Mexico has shown me the best and the worst of humanity.,0.0,Neutral
2024-04-27,Hombre,"Every day in Mexico teaches me something new, even though the journey is difficult.",-0.18181818181818182,Neutral
2024-07-29,Hombre,"The crossing has been difficult, but I continue with hope.",-0.5,Negativo
2024-09-15,Mujer,I have found refuge in the solidarity of some Mexicans.,0.0,Neutral
2024-02-01,Hombre,"The road has been hard, but hope drives me to keep going.",-0.2916666666666667,Negativo
2024-01-22,Hombre,"In Mexico, hospitality mixes with danger.",0.0,Neutral
2024-05-30,Hombre,"Mexico is a beautiful country, but the road is dangerous and full of uncertainties.",0.19999999999999998,Neutral
2024-07-08,Hombre,"Mexico has been a place of challenges, but also of learning.",0.0,Neutral
2024-07-25,Hombre,"In Mexico, hospitality mixes with danger.",0.0,Neutral
2024-07-05,Hombre,"Mexicans are kind, but the journey is dangerous.",0.0,Neutral
2024-02-19,Hombre,I have seen both kindness and harshness in my passage through this country.,0.0,Neutral
2024-09-25,Hombre,"Mexico has taught me to be resilient, even though the road is long.",-0.05,Neutral
2024-06-15,Hombre,"The difficulties are many, but I do not lose hope.",0.5,Positivo
2024-07-14,Hombre,"I have encountered much kindness along the way, even though difficulties are not lacking.",0.2,Neutral
2024-09-11,Mujer,"The journey has been exhausting, but the hospitality of some Mexicans gives me
encouragement.",-0.4,Negativo
2024-02-23,Mujer,Every person who helps me in Mexico is a ray of light.,0.4,Positivo
2024-12-05,Hombre,"Mexico has been a place of challenges, but also of learning.",0.0,Neutral
2024-06-21,Mujer,I have seen both kindness and harshness in my passage through this country.,0.0,Neutral
2024-05-08,Mujer,"The road has been hard, but hope drives me to keep going.",-0.2916666666666667,Negativo
2024-04-13,Mujer,The support of some people has given me strength to continue.,0.0,Neutral
2024-07-22,Hombre,"The road has been hard, but hope drives me to keep going.",-0.2916666666666667,Negativo
2024-06-30,Mujer,"The difficulties are many, but I do not lose hope.",0.5,Positivo
2024-08-12,Hombre,"In Mexico, hospitality mixes with danger.",0.0,Neutral
2024-04-10,Mujer,"Despite everything, I have found help from supportive people in Mexico.",0.5,Positivo
2024-07-31,Hombre,I have found refuge in the solidarity of some Mexicans.,0.0,Neutral
2024-11-29,Mujer,"Every day in Mexico teaches me something new, even though the journey is difficult.",-0.18181818181818182,Neutral
2024-03-02,Hombre,"The difficulties are many, but I do not lose hope.",0.5,Positivo
2024-10-23,Mujer,"Insecurity is a constant concern, but I continue with the hope of a better tomorrow.",0.25,Neutral
2024-03-08,Mujer,"The journey through Mexico has been long, but the people in the towns are very supportive.",0.3,Positivo
2024-04-13,Mujer,The support of some people has given me strength to continue.,0.0,Neutral
2024-06-30,Mujer,"Mexico has been a place of challenges, but also of learning.",0.0,Neutral
2024-09-12,Hombre,Every person who helps me in Mexico is a ray of light.,0.4,Positivo
2024-04-03,Hombre,"Mexico has taught me to be resilient, even though the road is long.",-0.05,Neutral
2024-11-22,Hombre,Every person who helps me in Mexico is a ray of light.,0.4,Positivo
2024-09-06,Mujer,"Every day is a struggle, but I keep going with the hope of a better future.",0.25,Neutral
2024-03-28,Mujer,"Every day in Mexico teaches me something new, even though the journey is difficult.",-0.18181818181818182,Neutral
2024-10-15,Hombre,I have seen both kindness and harshness in my passage through this country.,0.0,Neutral
2024-05-30,Mujer,"Mexicans are kind, but the journey is dangerous.",0.0,Neutral
2024-09-22,Mujer,"The crossing has been difficult, but I continue with hope.",-0.5,Negativo
2024-03-19,Hombre,"Mexico has been a bittersweet experience, with good moments and others very difficult.",0.024999999999999967,Neutral
2024-03-22,Mujer,"Every day is a challenge, but I keep going with the hope of a better future.",0.25,Neutral
2024-08-14,Hombre,"In Mexico, I have learned to be strong in the midst of difficulties.",0.4333333333333333,Positivo
2024-03-27,Mujer,"Every day is a challenge, but I keep going with the hope of a better future.",0.25,Neutral
2024-11-18,Hombre,"The crossing has been difficult, but I continue with hope.",-0.5,Negativo
2024-09-02,Mujer,"The journey is exhausting, but the smiles and help from the people give me strength.",-0.4,Negativo
2024-11-08,Hombre,I have met people who have given me strength in my passage through Mexico.,0.0,Neutral
2024-04-09,Mujer,"Mexico is a country of contrasts, and the journey has not been easy.",0.43333333333333335,Positivo
2024-08-28,Hombre,"Every day brings a new challenge, but also new opportunities to find help.",0.13636363636363635,Neutral
2024-07-27,Mujer,"Mexico has taught me to be resilient, even though the road is long.",-0.05,Neutral
2024-07-21,Hombre,"In Mexico, hospitality mixes with danger.",0.0,Neutral
2024-12-01,Mujer,"I have suffered a lot, but I have also met people who have helped me selflessly.",0.0,Neutral
2024-01-22,Hombre,"Crossing Mexico has been hard, but I am grateful for the help I have received in the shelters.",-0.2916666666666667,Negativo
2024-09-14,Mujer,"The journey has been exhausting, but the hospitality of some Mexicans gives me
encouragement.",-0.4,Negativo
2024-06-12,Hombre,I have found refuge in the solidarity of some.,0.0,Neutral
2024-07-19,Mujer,"The journey has been exhausting, but the hospitality of some Mexicans gives me
encouragement.",-0.4,Negativo
2024-11-27,Hombre,"In Mexico, hospitality mixes with the danger.",0.0,Neutral
2024-08-24,Mujer,My passage through Mexico was complicated.,-0.5,Negativo
2024-05-15,Hombre,"The authorities were kind, but the risks on the road are high.",0.38,Positivo
2024-01-18,Mujer,I hope to reach my destination.,0.0,Neutral
2024-08-28,Hombre,"In Mexico, I have learned to be strong in the face of adversity.",0.4333333333333333,Positivo
2024-11-02,Mujer,I have met people who have given me strength in my passage through Mexico.,0.0,Neutral
2024-11-13,Hombre,The support of some people has given me strength to continue.,0.0,Neutral
2024-07-17,Mujer,"The dangers are real, but the solidarity I have found on the road gives me strength.",0.2,Neutral
2024-07-02,Hombre,"Every day is a challenge, but I keep going with the hope of a better future.",0.25,Neutral
2024-03-23,Mujer,I have found refuge in the solidarity of some.,0.0,Neutral
2024-08-23,Hombre,"The difficulties are many, but I do not lose hope.",0.5,Positivo
2024-09-27,Mujer,I have met people who have given me strength in my passage through Mexico.,0.0,Neutral
2024-08-24,Hombre,I have seen both kindness and harshness in my passage through this country.,0.0,Neutral
2024-04-02,Mujer,I have met people who have given me strength in my passage through Mexico.,0.0,Neutral
2024-06-14,Hombre,"Despite the obstacles, I keep going with faith.",-0.05,Neutral
2024-12-06,Mujer,Every person who helps me in Mexico is a ray of light.,0.4,Positivo
2024-08-07,Hombre,"The road has been hard, but hope drives me to continue.",-0.2916666666666667,Negativo
2024-03-12,Mujer,"Despite the obstacles, I keep going with faith.",-0.05,Neutral
2024-05-20,Hombre,I have met people who have given me strength in my passage through Mexico.,0.0,Neutral
2024-02-14,Mujer,"In Mexico, I have learned to be strong in the face of adversity.",0.4333333333333333,Positivo
2024-09-27,Hombre,"Mexico is a country of contrasts, and the journey has not been easy.",0.43333333333333335,Positivo
2024-08-18,Mujer,I have seen both kindness and harshness in my passage through this country.,0.0,Neutral
2024-10-01,Hombre,"The road has been hard, but hope drives me to continue.",-0.2916666666666667,Negativo
2024-12-01,Mujer,I have found refuge in the solidarity of some Mexicans.,0.0,Neutral
2024-03-13,Hombre,"The road has been hard, but hope drives me to continue.",-0.2916666666666667,Negativo
2024-11-20,Hombre,"Mexico is a country of contrasts, and the journey has not been easy.",0.43333333333333335,Positivo
2024-03-31,Mujer,"Mexico has been a place of challenges, but also of learning.",0.0,Neutral
2024-07-22,Hombre,"The journey has been difficult, but I continue with hope.",-0.5,Negativo
2024-08-28,Mujer,"I have received help in the most unexpected moments, which gives me strength to continue.",0.3,Positivo
2024-08-18,Mujer,"The borders are tough, but hope remains alive.",-0.14444444444444443,Neutral
2024-10-12,Mujer,"The officials are sometimes hostile, but not all are bad.",-0.6999999999999998,Tristeza
2024-07-13,Hombre,"It was hard for me to find help, but in the end, I was able to move forward.",0.10416666666666666,Neutral
2024-01-19,Hombre,Every day on the journey is a lesson in life.,0.0,Neutral
2024-09-03,Mujer,"Food is scarce, but what weighs the most is the uncertainty.",0.5,Positivo
2024-07-06,Hombre,"I have met people who have lost everything, except hope.",0.0,Neutral
2024-10-31,Hombre,The support among migrants is what keeps us strong.,0.4333333333333333,Positivo
2024-03-28,Hombre,"The weather has been unpredictable, but we keep going.",-0.16666666666666666,Neutral
2024-05-27,Mujer,"Sometimes I feel that I will not make it, but then I look back and see how far I have come.",0.05,Neutral
2024-11-13,Mujer,"The rumors about the dangers are constant, but so is the solidarity.",0.0,Neutral
2024-10-20,Hombre,"The nights are long and cold, but there is always someone who shares a blanket with you.",-0.325,Negativo
2024-02-10,Mujer,"Every step brings me closer to a new beginning, even though the road is uncertain.",0.13636363636363635,Neutral
2024-02-15,Hombre,"The language barrier has been difficult, but I strive to learn what is necessary.",-0.25,Negativo
2024-09-22,Mujer,"I am grateful for every little help I receive on the road, even if it is just a smile.",0.056249999999999994,Neutral
2024-07-20,Hombre,Every crossed border is a personal victory.,0.0,Neutral
2024-04-10,Mujer,"I have seen people give up, but I cannot afford that luxury.",0.0,Neutral
2024-11-10,Hombre,"Sometimes I doubt my decision, but then I remember why I started.",0.0,Neutral
2024-01-21,Mujer,Every day is a new opportunity to get closer to my destination.,0.13636363636363635,Neutral
2024-11-04,Hombre,The distance I have traveled fills me with pride.,0.0,Neutral
2024-05-14,Mujer,The stories I hear from other migrants motivate me to continue.,-0.125,Neutral
2024-11-11,Hombre,"Crossing Mexico was a constant challenge, but the solidarity of the people gave me strength to
continue.",0.0,Neutral
2024-02-21,Mujer,"The authorities in Mexico are unpredictable, but the shelters and NGOs gave me hope.",-0.16666666666666666,Neutral
2024-05-03,Hombre,"Mexico is a beautiful country, but the insecurity in some areas made me question my journey.",0.85,Alegría
2024-08-01,Mujer,"I met other migrants on my way through Mexico, and together we were able to face the
difficulties.",0.1875,Neutral
2024-07-28,Hombre,"Going through Mexico was not easy, but in the end, the experiences made me stronger.",-0.21666666666666667,Negativo
2024-08-14,Mujer,"The dangers on the road were real, but the acts of kindness from Mexicans made a difference.",0.2,Neutral
2024-09-13,Hombre,"Although I suffered a lot during my passage through Mexico, I also found people who helped me
without asking for anything in return.",0.0,Neutral
2024-03-23,Mujer,"Sometimes I felt invisible in Mexico, but the small gestures of support restored my faith.",-0.25,Negativo
2024-11-22,Hombre,"The journey through Mexico was long and hard, but every day brought me closer to my dream.",-0.17083333333333334,Neutral
2024-03-04,Mujer,"The fear accompanied me throughout the journey through Mexico, but I did not give up.",0.0,Neutral
2024-07-20,Hombre,The food and culture of Mexico gave me small joys in the midst of adversity.,-0.25,Negativo
2024-06-28,Mujer,"Although I did not know what awaited me in Mexico, I was surprised by the warmth of some
people.",0.1,Neutral
2024-03-18,Hombre,"The crossing of the southern border was the first major obstacle, but I overcame it with
determination.",0.10416666666666667,Neutral
2024-01-28,Mujer,"In Mexico, I learned to adapt quickly to the circumstances and to move forward without looking
back.",0.16666666666666666,Neutral
2024-08-18,Hombre,"With each step in Mexico, I felt that I was leaving behind a part of my life, but gaining new
strength.",-0.13181818181818183,Neutral
2024-11-02,Mujer,"Mexico was a temporary refuge, but each day there made me more aware of my vulnerability.",0.375,Positivo
2024-11-02,Hombre,"The uncertainty in Mexico was constant, but the dreams of a better future kept me strong.",0.23333333333333334,Neutral
2024-11-05,Mujer,"At some moments in Mexico, I thought about giving up, but I remembered why I started this
journey.",0.0,Neutral
2024-01-24,Hombre,The challenges I faced in Mexico taught me lessons I will never forget.,0.0,Neutral
2024-02-27,Mujer,"Although there were difficult moments in Mexico, I also found reasons to smile.",-0.1,Neutral
2024-10-14,Hombre,The hospitality of some people in Mexico gave me strength to keep going.,0.0,Neutral
2024-02-17,Mujer,"In Mexico, I learned that perseverance is key to achieving my dreams.",0.0,Neutral
2024-11-23,Hombre,"The heat of the desert was relentless, but the help of the locals kept me standing.",0.0,Neutral
2024-09-19,Mujer,"Although there were many difficulties, I always found someone willing to lend a hand.",0.375,Positivo
2024-02-14,Hombre,Passing through Mexico made me more resilient to the challenges of the future.,0.25,Neutral
2024-01-22,Mujer,The cold nights on the road made me appreciate the kindness of strangers.,-0.6,Tristeza
2024-09-29,Hombre,"I felt fear at every border, but hope never abandoned me.",0.0,Neutral
2024-02-26,Mujer,"The roads were hard, but the support of other migrants was my greatest motivation.",0.19444444444444442,Neutral
2024-01-27,Hombre,"Mexico was just a stop, but it taught me a lot about courage.",0.0,Neutral
2024-08-06,Mujer,"The authorities were sometimes harsh, but I also found compassion in some.",-0.2,Neutral
2024-06-27,Hombre,"Despite the challenges, in Mexico I also found shelters full of hope.",0.35,Positivo
2024-05-11,Mujer,"The journey was not easy, but the unexpected acts of kindness encouraged me.",-0.058333333333333334,Neutral
2024-03-28,Hombre,"Each day in Mexico was a new obstacle, but I moved forward with determination.",0.13636363636363635,Neutral
2024-07-30,Mujer,"In moments of desperation, the help of a Mexican family was a gift.",0.0,Neutral
2024-07-27,Hombre,I did not imagine how much I would learn about myself on this journey through Mexico.,0.2,Neutral
2024-12-03,Mujer,"The journey through Mexico has been difficult, but I have found people who have offered me
help in the most complicated moments.",-0.16666666666666666,Neutral
2024-11-08,Hombre,"Each day I spend in Mexico is a new challenge, but I continue with the hope of reaching my
destination.",0.13636363636363635,Neutral
2024-04-09,Mujer,"Despite the dangers on the road, I have found support among Mexicans during my journey.",0.0,Neutral
2024-02-11,Hombre,"Mexico has shown me its harshest side, but I have also met very generous people.",0.2,Neutral
2024-04-04,Mujer,"Passing through Mexico has been complicated, but I keep going with faith that I will succeed.",-0.5,Negativo
2024-06-30,Hombre,"On the road, I have suffered a lot, but there are moments when I have found unexpected
solidarity.",0.1,Neutral
2024-07-07,Mujer,"My greatest fear is not being able to keep moving forward, but each step is an achievement.",0.75,Alegría
2024-04-01,Hombre,"The risks are constant, but the local people sometimes offer us food and shelter.",0.0,Neutral
2024-09-20,Mujer,"The weather and conditions have been adverse, but I have seen kindness in the most
unexpected places.",0.3,Positivo
2024-11-13,Hombre,"Despite the warnings, most Mexicans I have spoken to have been understanding.",0.5,Positivo
2024-04-23,Mujer,"Insecurity is a constant shadow, but the help of strangers gives me strength to continue.",0.0,Neutral
2024-10-24,Hombre,"I have found obstacles I did not expect, but also gestures of affection and support that
encourage me to keep going.",-0.05,Neutral
2024-03-18,Mujer,"Mexico is a country of contrasts; I have felt in danger and at the same time received help from
strangers.",0.0,Neutral
2024-04-02,Hombre,"The journey through Mexico has been long and exhausting, but each act of kindness drives me
to keep going.",-0.225,Negativo
2024-02-27,Mujer,"Not every day is bad; in some towns, people have treated me with great kindness.",0.0500000000000001,Neutral
2024-09-26,Hombre,"Sometimes I do not know if I will be able to continue, but the small acts of solidarity give me
hope.",0.125,Neutral
2024-05-09,Mujer,"I have met other migrants who have also received support, although we all share stories of fear.",-0.125,Neutral
2024-06-13,Hombre,"Each crossed border fills me with relief, but uncertainty remains with every step.",0.0,Neutral
2024-05-12,Mujer,"The road is full of uncertainty, but also full of stories of survival.",0.35,Positivo
2024-01-31,Hombre,"Although insecurity is a problem, I have felt the compassion of people on several occasions.",0.0,Neutral
2024-10-12,Mujer,"The heat is unbearable in some areas, but the hope of arriving gives me strength.",0.0,Neutral
2024-04-06,Hombre,The local people have offered me more than I could have expected in critical moments.,0.1,Neutral
2024-05-06,Mujer,"The journey has been more dangerous than I imagined, but I have met people who have helped
me without expecting anything in return.",-0.04999999999999999,Neutral
2024-06-13,Hombre,"Despite the assaults and violence, there are people who risk their safety to lend us a hand.",0.0,Neutral
2024-06-15,Mujer,"Mexico is difficult, but it is also a country full of generous people who share what little they have.",-0.1125,Neutral
2024-10-29,Hombre,"I have suffered thefts along the way, but good people always appear at the right moment.",0.4928571428571428,Positivo
2024-03-19,Mujer,"There are days when I doubt whether to continue, but the words of encouragement I receive
from people drive me forward.",0.0,Neutral
2024-05-30,Hombre,"Sometimes the police are a problem, but the citizens are the ones who have really supported
us.",0.2,Neutral
2024-03-05,Mujer,"Hunger is a constant problem, but the charity of some Mexicans has been vital.",0.05,Neutral
2024-03-01,Hombre,"The shelters are full, but I have always found someone willing to offer me a place to rest.",0.3,Positivo
2024-01-29,Mujer,"The violence I have witnessed is terrifying, but I have also seen acts of kindness that restore my
hope.",-1.0,Tristeza
2024-02-14,Hombre,"Despite the harshness of the journey, I continue with the intact faith that I will achieve my goal.",0.0,Neutral
2024-05-18,Mujer,"It is difficult to stay strong, but seeing other migrants succeed gives me the encouragement to
keep going.",-0.0638888888888889,Neutral
2024-09-13,Hombre,"I have crossed dangerous cities, but there has always been a helping hand at the right moment.",-0.15714285714285714,Neutral
2024-08-05,Mujer,"The roads are unsafe, but there is always someone willing to share their food or water.",0.25,Neutral
2024-06-06,Hombre,"My journey has been painful, but also full of positive surprises thanks to kind people.",0.13545454545454544,Neutral
2024-11-11,Mujer,"The days are long and exhausting, but I keep walking with the hope of a better future.",0.012499999999999997,Neutral
2024-03-02,Hombre,"Sometimes the fear is unbearable, but I cling to the small joys I find along the way.",-0.25,Negativo
2024-06-24,Mujer,"Although I have lost much along the way, the hope of arriving keeps me moving.",0.2,Neutral
2024-06-21,Hombre,"I have seen the best and the worst of humanity on this journey, but I keep going with the hope of
a better future.",0.125,Neutral
2024-05-08,Mujer,"The journey through Mexico has been difficult, but I have found people who have offered me
help in the most complicated moments.",-0.16666666666666666,Neutral
2024-10-24,Hombre,"Every day I spend in Mexico is a new challenge, but I continue with the hope of reaching my
destination.",0.13636363636363635,Neutral
2024-07-25,Mujer,"Despite the dangers along the way, I have found support among Mexicans during my journey.",0.0,Neutral
2024-03-26,Hombre,"Mexico has shown me its harshest side, but I have also met very generous people.",0.2,Neutral
2024-10-05,Mujer,"Going through Mexico has been complicated, but I keep moving forward with faith that I will
succeed.",-0.5,Negativo
2024-10-21,Hombre,"I have lived with a lot of insecurity during my time in Mexico, but I still have hope for a better
future.",0.25,Neutral
2024-04-19,Mujer,"The local communities in Mexico have been very supportive, offering us food and shelter.",0.325,Positivo
2024-10-05,Hombre,I cannot stop worrying about the violence in some regions as I move through Mexico.,0.0,Neutral
2024-05-28,Mujer,I was surprised by the hospitality of some Mexicans who helped me along the way.,0.1,Neutral
2024-11-12,Hombre,"Fear is always present, but I keep moving forward with the hope of arriving safely.",0.25,Neutral
2024-08-04,Mujer,The support from some organizations in Mexico has been key to being able to move forward.,0.25,Neutral
2024-02-29,Hombre,"The uncertainty consumes me daily, but the people I have met give me strength.",0.0,Neutral
2024-07-20,Mujer,"I have received help in shelters throughout Mexico, which has been a relief on this difficult
journey.",-0.5,Negativo
2024-03-01,Hombre,Violence and theft are constant concerns as I cross Mexico.,0.0,Neutral
2024-06-30,Mujer,Each border in Mexico brings new challenges and dangers.,0.13636363636363635,Neutral
2024-11-25,Hombre,"The shelters have been very helpful, although they are not always available at every point along
the way.",0.30000000000000004,Positivo
2024-11-11,Mujer,"The road has been extremely hard, but the gestures of solidarity from some people give me
strength.",-0.2916666666666667,Negativo
2024-03-06,Hombre,I have had moments of great anxiety and fear due to the insecurity in some regions.,0.3375,Positivo
2024-06-22,Mujer,The treatment received from the authorities has been very harsh in certain areas.,-0.022857142857142868,Neutral
2024-09-09,Hombre,"In some Mexican towns, I have received incredible support, although others have been
indifferent.",0.45,Positivo
2024-08-09,Mujer,"The journey through Mexico has been a constant up and down, with good and bad moments.",-0.03888888888888886,Neutral
2024-10-10,Hombre,"I have found safe places to rest, but also unexpected dangers.",0.3,Positivo
2024-04-05,Mujer,The desert at the border is one of the greatest challenges I have faced so far.,0.55,Positivo
2024-06-05,Hombre,"Mexico has beautiful landscapes, but the journey is exhausting and full of uncertainties.",0.26666666666666666,Neutral
2024-03-25,Mujer,"There are times when I feel that I will not be able to continue, but the people who support me
motivate me to keep going.",0.5,Positivo
2024-02-11,Hombre,"The journey has been hard, but the hope for a better life keeps me moving.",0.10416666666666666,Neutral
2024-02-03,Mujer,"I have encountered very kind people, but also individuals who seek to take advantage of us.",0.78,Alegría
2024-08-07,Hombre,"In every city I pass through, the stories of other migrants inspire me and fill me with courage.",-0.125,Neutral
